Column Names,CID,SMILES
broxuridine,6035,C1C(C(OC1N2C=C(C(=O)NC2=O)Br)CO)O
idalopirdine,21071390,C1=CC(=CC(=C1)OCC(C(F)F)(F)F)CNCCC2=CNC3=C2C=CC(=C3)F
proxymetacaine,4935,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N
ioxaglic-acid,3742,CC(=O)N(C)C1=C(C(=C(C(=C1I)C(=O)NCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NCCO)I)I)C(=O)NC)I
albendazole,2082,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
nimorazole,23009,C1COCCN1CCN2C=NC=C2[N+](=O)[O-]
dibenzepine,9419,CN1C2=CC=CC=C2C(=O)N(C3=CC=CC=C31)CCN(C)C
PF-573228,11612883,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
decitabine,451668,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O
NVP-BHG712,16747388,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=C4C=NN(C4=NC(=N3)C5=CN=CC=C5)C
methoxyamine,4113,CON
erythritol,222285,C(C(C(CO)O)O)O
enzastaurin,176167,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7
benperidol,16363,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
acetyl-farnesyl-cysteine,6438381,CC(=CCCC(=CCCC(=CCSCC(C(=O)O)NC(=O)C)C)C)C
cyclizine,6726,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
RI-1,1074953,C1COCCN1C2=C(C(=O)N(C2=O)C3=CC(=C(C=C3)Cl)Cl)Cl
CGM097,53240420,CC(C)OC1=C(C=C2CC(=O)N(C(C2=C1)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)N(C)CC5CCC(CC5)N6CCN(C(=O)C6)C)OC
bavisant,16061509,C1CC1N2CCN(CC2)C(=O)C3=CC=C(C=C3)CN4CCOCC4
metformin,4091,CN(C)C(=N)N=C(N)N
inosine,135398641,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O
xilobam,9570595,CC1=C(C(=CC=C1)C)NC(=O)N=C2CCCN2C
Ro-10-5824,16759175,CC1=NC=C(C(=N1)N)CN2CCC(=CC2)C3=CC=CC=C3
thiamphenicol,27200,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O
UBP-302,6420161,C1=CC=C(C(=C1)CN2C(=O)C=CN(C2=O)CC(C(=O)O)N)C(=O)O
sildenafil,135398744,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
retinaldehyde,638015,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C
phenolsulfonphthalein,4766,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
gabazine,107896,COC1=CC=C(C=C1)C2=NN(C(=N)C=C2)CCCC(=O)O
GW-583340,5329480,CS(=O)(=O)CCNCC1=NC(=CS1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
rivanicline,5310967,CNCCC=CC1=CN=CC=C1
nesbuvir,11561383,CNC(=O)C1=C(OC2=CC(=C(C=C21)C3CC3)N(CCO)S(=O)(=O)C)C4=CC=C(C=C4)F
"cis-9,trans-11-Conjugated-linoleic-acid",5280644,CCCCCCC=CC=CCCCCCCCC(=O)O
clopidol,18087,CC1=C(C(=O)C(=C(N1)C)Cl)Cl
sodium-gualenate,2275,CC1=C2C(=CC(=C2C=C(C=C1)C(C)C)C)S(=O)(=O)O
IEM1754,9887868,C1C2CC3CC1CC(C2)(C3)CNCCCCCN
otamixaban,5496659,CC(C(CC1=CC(=CC=C1)C(=N)N)C(=O)OC)NC(=O)C2=CC=C(C=C2)C3=CC=[N+](C=C3)[O-]
uracil,1174,C1=CNC(=O)NC1=O
amifampridine,5918,C1=CN=CC(=C1N)N
aminosalicylate,4649,C1=CC(=C(C=C1N)O)C(=O)O
DPPE,108092,CCN(CC)CCOC1=CC=C(C=C1)CC2=CC=CC=C2
TAK-285,11620908,CC(C)(CC(=O)NCCN1C=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OC4=CC=CC(=C4)C(F)(F)F)Cl)O
silibinin,31553,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
gliquidone,91610,CC1(C2=C(C=C(C=C2)OC)C(=O)N(C1=O)CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C
triciribine,65399,CN1C2=NC=NC3=C2C(=CN3C4C(C(C(O4)CO)O)O)C(=N1)N
zamifenacin,3086618,C1CC(CN(C1)CCC2=CC3=C(C=C2)OCO3)OC(C4=CC=CC=C4)C5=CC=CC=C5
repsox,449054,CC1=NC(=CC=C1)C2=C(C=NN2)C3=NC4=C(C=C3)N=CC=C4
erteberel,10286159,C1CC2C(C1)C3=C(C=CC(=C3)O)OC2C4=CC=C(C=C4)O
SB-258585,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC
SGI-1776,24795070,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2
RS-16566,6604794,CC(C)N1C=NC2=C(C=C(C=C21)Cl)C(=O)NC3CN4CCC3CC4
Ro-19-4605,127382,CC(C)(C)OC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CS3)C
AZ191,72716071,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=CC(=N3)C4=CN(C5=C4C=CN=C5)C)OC
INC-280,25145656,CNC(=O)C1=C(C=C(C=C1)C2=NN3C(=CN=C3N=C2)CC4=CC5=C(C=C4)N=CC=C5)F
taurocholate,6675,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
azilsartan,135415867,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)O
phenacaine,7588,CCOC1=CC=C(C=C1)NC(=NC2=CC=C(C=C2)OCC)C
edrophonium,3202,CC[N+](C)(C)C1=CC(=CC=C1)O
salicylamide,5147,C1=CC=C(C(=C1)C(=O)N)O
leucylleucine-methyl-ester,7016877,CC(C)CC(C(=O)NC(CC(C)C)C(=O)OC)N
moxisylyte,4260,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C
NSC-632839,5351362,CC1=CC=C(C=C1)C=C2CNCC(=CC3=CC=C(C=C3)C)C2=O.Cl
SCH-58261,176408,C1=CC=C(C=C1)CCN2C3=C(C=N2)C4=NC(=NN4C(=N3)N)C5=CC=CO5
dantrolene,6914273,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]
4-mu-8C,12934390,CC1=CC(=O)OC2=C1C=CC(=C2C=O)O
zomepirac,5733,CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl
tideglusib,11313622,C1=CC=C(C=C1)CN2C(=O)N(SC2=O)C3=CC=CC4=CC=CC=C43
maxacalcitol,6398761,CC(C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)OCCC(C)(C)O
TCS-359,1048845,COC1=C(C=C(C=C1)C(=O)NC2=C(C3=C(S2)CCCC3)C(=O)N)OC
vorinostat,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
CX-4945,24748573,C1=CC(=CC(=C1)Cl)NC2=NC3=C(C=CC(=C3)C(=O)O)C4=C2C=CN=C4
tanespimycin,6505803,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)C)OC)OC(=O)N)C)C)O)OC
tacrine,1935,C1CCC2=NC3=CC=CC=C3C(=C2C1)N
nilotinib,644241,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
AC-264613,25108278,CC(=NNC(=O)C1C(CNC1=O)C2=CC=CC=C2)C3=CC(=CC=C3)Br
CK-636,588963,CC1=C(C2=CC=CC=C2N1)CCNC(=O)C3=CC=CS3
gastrodin,115067,C1=CC(=CC=C1CO)OC2C(C(C(C(O2)CO)O)O)O
EIT-hydrobromide,5139,CCSC(=N)N
captamine,25799,CN(C)CCS
3-methyladenine,135398661,CN1C=NC(=N)C2=C1N=CN2
dinoprost,5280363,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
VTP-27999,16126898,CNC(CC1CCCOC1)CNC(=O)N2CCCC(C2)C(C3=CC(=CC=C3)Cl)OCCNC(=O)OC
WZ8040,44607531,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)SC4=CC=CC(=C4)NC(=O)C=C)Cl
AQ-RA741,129989,CCN(CC)CCCCC1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
exherin,9916058,CC1C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CN=CN2)NC(=O)C)C(=O)N)C(C)C
PP-121,24905142,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CN=C5C(=C4)C=CN5)N
N6-methyladenosine,102175,CNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O
estrone,5870,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
roxatidine-acetate,5105,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2
CP-93129,124007,C1CNCC=C1C2=CNC3=C2NC(=O)C=C3
triclabendazole,50248,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl
semagacestat,9843750,CC(C)C(C(=O)NC(C)C(=O)NC1C2=CC=CC=C2CCN(C1=O)C)O
DFB,6604893,C1=CC(=CC(=C1)F)C=NN=CC2=CC(=CC=C2)F
2-hydroxyflutamide,91649,CC(C)(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F)O
CGH2466,16759176,C1=CC(=C(C=C1C2=C(SC(=N2)N)C3=CC=NC=C3)Cl)Cl.Cl.Cl
sertraline,68617,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
SB-239063,5166,COC1=NC=CC(=N1)C2=C(N=CN2C3CCC(CC3)O)C4=CC=C(C=C4)F
ethyl-vanillin,8467,CCOC1=C(C=CC(=C1)C=O)O
amfenac,2136,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)O
elesclomol,300471,CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2
betamipron,71651,C1=CC=C(C=C1)C(=O)NCCC(=O)O
flucytosine,3366,C1=NC(=O)NC(=C1F)N
andarine,9824562,CC(=O)NC1=CC=C(C=C1)OCC(C)(C(=O)NC2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)O
sodium-oxybate,23663870,C(CC(=O)[O-])CO.[Na+]
pyritinol,14190,CC1=NC=C(C(=C1O)CO)CSSCC2=CN=C(C(=C2CO)O)C
isosorbide-mononitrate,27661,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O
tramiprosate,1646,C(CN)CS(=O)(=O)O
"N-methyl-(-)ephedrine-[1r,2s]",64782,CC(C(C1=CC=CC=C1)O)N(C)C
dicoumarol,54676038,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O
MEK162,10288191,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO
propofol,4943,CC(C)C1=C(C(=CC=C1)C(C)C)O
adrenalone,7436,CNCC(=O)C1=CC(=C(C=C1)O)O
desloratadine,124087,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4
acetylcholine,187,CC(=O)OCC[N+](C)(C)C
IPAG,4239764,C1C2CC3CC1CC(C2)C3N=C(N)NC4=CC=C(C=C4)I
SB-271046,5312149,CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCNCC4
carmoxirole,57364,C1CN(CC=C1C2=CC=CC=C2)CCCCC3=CNC4=C3C=C(C=C4)C(=O)O
N6022,44623946,CC1=C(C=CC(=C1)C(=O)N)N2C(=CC=C2C3=CC=C(C=C3)N4C=CN=C4)CCC(=O)O
tolmetin,5509,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O
ethylenediaminetetraacetic-acid,6049,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
almitrine,33887,C=CCNC1=NC(=NC(=N1)N2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C
olomoucine,4592,CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3
navitoclax,24978538,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)NC(CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C
dazoxiben,53001,C1=CC(=CC=C1C(=O)O)OCCN2C=CN=C2
loratadine,3957,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
inositol-hexanicotinate,3720,C1=CC(=CN=C1)C(=O)OC2C(C(C(C(C2OC(=O)C3=CN=CC=C3)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5)OC(=O)C6=CN=CC=C6)OC(=O)C7=CN=CC=C7
batimastat,5362422,CC(C)CC(C(CSC1=CC=CS1)C(=O)NO)C(=O)NC(CC2=CC=CC=C2)C(=O)NC
Ro-15-4513,5081,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)N=[N+]=[N-])C
PD-407824,4369491,C1=CC=C(C=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O
repaglinide,65981,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
navarixin,9865554,CCC(C1=CC=C(O1)C)NC2=C(C(=O)C2=O)NC3=CC=CC(=C3O)C(=O)N(C)C
daclatasvir,25154714,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC
"3,3'-dichlorobenzaldazine",5374032,C1=CC(=CC(=C1)Cl)C=NN=CC2=CC(=CC=C2)Cl
ACY-1215,53340666,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO
doxercalciferol,5281107,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
rosuvastatin,446157,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C
ceftiofur,6328657,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
mirodenafil,135497803,CCCC1=CN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CCO)OCCC)CC
GW-0742,9934458,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F)C)OCC(=O)O
alogliptin,11450633,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N
CI-844,6917736,C1=CC=C(C=C1)OC2=CN=CC=C2.OS(=O)(=O)O
GR-135531,4284525,CC(=O)NCCC1=CNC2=C1C=C(C=C2)NC(=O)OC
salicylanilide,6872,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2O
RS-102895,10000456,C1CN(CCC12C3=CC=CC=C3NC(=O)O2)CCC4=CC=C(C=C4)C(F)(F)F
etofylline,1892,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCO
AZD1981,11292191,CC1=C(C2=C(C=CC=C2N1CC(=O)O)NC(=O)C)SC3=CC=C(C=C3)Cl
UNC1215,57339144,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCC5)NC6=CC=CC=C6
dimethindene-(S)-(+),6604866,CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C
pilsicainide,4820,CC1=C(C(=CC=C1)C)NC(=O)CC23CCCN2CCC3
chloropyramine,25295,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2
L-693403,4687238,C1CC2(CCN(CC2)CC3=CC=CC=C3)C4=CC=CC=C41
chloroxoquinoline,66593,C1=CC2=C(C=C1Cl)NC=CC2=O
barbital,2294,CCC1(C(=O)NC(=O)NC1=O)CC
pimavanserin,10071196,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C
sinomenine,5459308,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC
FK-888,107967,CN1C=C(C2=CC=CC=C21)C(=O)N3CC(CC3C(=O)NC(CC4=CC5=CC=CC=C5C=C4)C(=O)N(C)CC6=CC=CC=C6)O
pargyline,4688,CN(CC#C)CC1=CC=CC=C1
skepinone-l,45279963,C1CC2=C(C=CC(=C2)NC3=C(C=C(C=C3)F)F)C(=O)C4=C1C=CC(=C4)OCC(CO)O
entacapone,5281081,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N
NMS-1286937,49792852,CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCO
avagacestat,46883536,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl
metirosine,441350,CC(CC1=CC=C(C=C1)O)(C(=O)O)N
palovarotene,10295295,CC1(CCC(C2=C1C=C(C(=C2)C=CC3=CC=C(C=C3)C(=O)O)CN4C=CC=N4)(C)C)C
PTC-209,1117196,CC1=C(N2C=CC=NC2=N1)C3=CSC(=N3)NC4=C(C=C(C=C4Br)OC)Br
JNJ-26481585,11538455,CN1C=C(C2=CC=CC=C21)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO
MLN-8054,11712649,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O
alvespimycin,5288674,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)C)OC)OC(=O)N)C)C)O)OC
nizofenone,4514,CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl
2-Chloropyrazine,73277,C1=CN=C(C=N1)Cl
candesartan,2541,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O
ercalcitriol,9547243,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
7-chlorokynurenic-acid,1884,C1=CC2=C(C=C1Cl)NC(=CC2=O)C(=O)O
BRL-50481,2921148,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)C
nelarabine,3011155,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N
telatinib,9808844,CNC(=O)C1=NC=CC(=C1)COC2=NN=C(C3=C2OC=C3)NC4=CC=C(C=C4)Cl
trequinsin,5537,CC1=CC(=C(C(=C1)C)N=C2C=C3C4=CC(=C(C=C4CCN3C(=O)N2C)OC)OC)C
radezolid,11224409,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)C3=CC=C(C=C3)CNCC4=NNN=C4)F
agomelatine,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC
vicriviroc,3009355,CC1CN(CCN1C(COC)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C
riociguat,11304743,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC
dideoxyadenosine,20039,C1CC(OC1CO)N2C=NC3=C(N=CN=C32)N
sodium-tanshinone-ii-a-sulfonate,125782,CC1=C(OC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C)S(=O)(=O)O
almorexant,23727689,CNC(=O)C(C1=CC=CC=C1)N2CCC3=CC(=C(C=C3C2CCC4=CC=C(C=C4)C(F)(F)F)OC)OC
IOWH032,135565181,C1=CC=C(C=C1)OC2=CC=C(C=C2)CNC(=O)C3=NC(=NO3)C4=CC(=C(C(=C4)Br)O)Br
BMY-45778,127861,C1=CC=C(C=C1)C2=C(OC(=N2)C3=C(OC=N3)C4=CC(=CC=C4)OCC(=O)O)C5=CC=CC=C5
T-5224,23626877,C1CCC(C1)OC2=CC(=C(C=C2)C(=O)C3=CC(=C(C=C3)OCC4=CC5=C(C=C4)C(=O)NO5)CCC(=O)O)O
darunavir,213039,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
AZD3514,46893585,CC(=O)N1CCN(CC1)CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5C(F)(F)F)CC4
AZD2461,44199317,COC1CCN(CC1)C(=O)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F
NNC-05-2090,9888030,COC1=CC=CC=C1C2(CCN(CC2)CCCN3C4=CC=CC=C4C5=CC=CC=C53)O
ramosetron,108000,CN1C=C(C2=CC=CC=C21)C(=O)C3CCC4=C(C3)NC=N4
gly-gln,123913,C(CC(=O)N)C(C(=O)O)NC(=O)CN
pilocarpine,5910,CCC1C(COC1=O)CC2=CN=CN2C
tolbutamide,5505,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
aphidicolin,457964,CC12CCC(C(C1CCC3C24CCC(C(C3)C4)(CO)O)(C)CO)O
foscarnet,3415,C(=O)(O)P(=O)(O)O
fostamatinib,11671467,CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C
novobiocin,54675769,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O
ramifenazone,5037,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(C)C
otilonium,72093,CCCCCCCCOC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)OCC[N+](C)(CC)CC
dovitinib,135398510,CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=C(C5=C(C=CC=C5F)NC4=O)N
sobetirome,9862248,CC1=CC(=CC(=C1CC2=CC(=C(C=C2)O)C(C)C)C)OCC(=O)O
STF-62247,704473,CC1=CC(=CC=C1)NC2=NC(=CS2)C3=CC=NC=C3
perospirone,115368,C1CCC2C(C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54
ivermectin,6321424,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C
neratinib,9915743,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)C=CCN(C)C
refametinib,44182295,COC1=CC(=C(C(=C1NS(=O)(=O)C2(CC2)CC(CO)O)NC3=C(C=C(C=C3)I)F)F)F
nifursol,9570327,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])O
AZD2858,10138980,CN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C3=CN=C(C(=N3)C(=O)NC4=CN=CC=C4)N
kynurenic-acid,3845,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O
prednisone,5865,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
WAY-600,25229526,C1CN(CCC1N2C3=C(C=N2)C(=NC(=N3)C4=CC5=C(C=C4)NC=C5)N6CCOCC6)CC7=CN=CC=C7
zalcitabine,24066,C1CC(OC1CO)N2C=CC(=NC2=O)N
flubendazole,35802,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F
VU0357121,2296132,CCCCOC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)F)F
linsitinib,11640390,CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O
cortisone-acetate,5745,CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O
terconazole,441383,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl
schisandrin-b,108130,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3
dipyridamole,3108,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO
allopurinol,135401907,C1=NNC2=C1C(=O)NC=N2
linsidomine,5219,C1COCCN1[N+]2=CC(=N)O[N-]2
perchlozone,5374694,C1=CN=CC=C1C=NNC(=S)N
landiolol,114905,CC1(OCC(O1)COC(=O)CCC2=CC=C(C=C2)OCC(CNCCNC(=O)N3CCOCC3)O)C
AZD7762,11152667,C1CC(CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N
RS-79948,9908992,CCS(=O)(=O)N1CCCC2C1CC3C4=C(CCN3C2)C=C(C=C4)OC
R306465,10309899,C1CN(CCN1C2=NC=C(C=N2)C(=O)NO)S(=O)(=O)C3=CC4=CC=CC=C4C=C3
embelin,3218,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O
SB-939,49855250,CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)C=CC(=O)NO
5-HMF,237332,C1=C(OC(=C1)C=O)CO
PF-04457845,24771824,C1CN(CCC1=CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=NN=CC=C4
cabergoline,54746,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C
dofetilide,71329,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C
edoxudine,66377,CCC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
